,id,standard_spelling_isv,isv,addition,partOfSpeech,type,en,sameInLanguages,genesis,ru,be,uk,pl,cs,sk,sl,hr,sr,mk,bg,cu,de,nl,eo,frequency,intelligibility,using_example
1252,13669,vladarka,vladaŕka,,f.,1,ruler,,,"правительница, властительница","уладарка, уладарыня, валадарыня, уладніца, уладарніца, валадарка, кіраўніца, правіцельніца (зап.)","!правителька, володарка",władczyni,"vládkyně, vladařka","vládkyňa, vladárka","!vladar, vladar",vladarica,"владарка, владарица","владарка, владетелка",управляваща,!,!Herrscher,heerseres,!reganto,3076,!,
1256,4999,volna,vȯlna,,f.,2,wave,ru cs bg,,волна,хваля ,"хвиля, вал",fala,vlna (voda),vlna (voda),"!val, val","val, talas","талас, вал",бран,вълна,вльна,Welle,golf,!ondo,7124,!,
1257,19250,voz,voz,,m.,1,car,,,"автомобиль, машина","аўтамабіль, машына ","автомобіль, машина","samochód, auto","auto, automobil, vůz","auto, automobil, voz","!avto, auto",auto,"кола, ауто","автомобил, кола","кола, лека кола",!,!Auto,auto,!aŭto,7259,!,
1260,6083,vrtolet,vŕtolet,,m.,1,helicopter,,,вертолёт,"шрубалёт, верталёт, гелікоптар ","вертоліт, гелікоптер, гвинтокрил","helikopter, śmigłowiec","vrtulník, helikoptéra","vrtuľník, helikoptéra",!helikopter,"helikopter, zrakomlat, uvrtanjak",хеликоптер,хеликоптер,"вертолет, хеликоптер",!,!Hubschrauber,helikopter,!helikoptero,5306,!,
1261,15201,zad,zad,,m.,2,back,,,зад,зад ,!зад,"tył, tyłek, zad","zadek, záď, záda, týl, rub, zad","zad, zadok, tylo, rub, chrbát","!rit, rit, rit, rit, rit","stražnjica, guza, dupe, guzica, zadnjica, rit","задњица, гуза, дупе, задњица, гузица",зад,зад,!,!zurück,"achterste, achterwerk",!reen,5779,!,
1264,14232,zima,zima,,f.,2,cold,cs sh,,холод,холад ,"холод, холоднеча, мороз, студінь",zimno,"zima, chladno","zima, chladno","!hladno, Ziman, Studen","hladan,studen","хладан, зиман, студен",студ,"студ, хлад",!,!kalt,"kou, koude",!malvarmo,4086,!,
1266,14280,značka,značka,,f.,1,tag,,,"бирка, этикетка","бірка, цэтлік, этыкетка","!бирка, етикетка",metka (ubrania),"značka, štítek, cedulka","značka, štítok, ceduľka",!nalepka (oblačila),etiketa (odjeća),етикета (одећа),"ознака, етикета","значка, белязка, етикет",!,!Etikett,merkje (in kleding),!etikedo,3924,!,
1269,843,zvuk,zvųk,,m.,1,sound,v z j,,звук,гук,звук,dźwięk,zvuk,zvuk,zvok,zvuk,звук,звук,звук,!,Klang,"geluid, klank",sono,7815,!,
1271,1201,žerav,žerav,,m.anim.,1,crane,v z j,,журавль,"журавель, шадуф, коварат, асвер (дыял.), вочап",журавель,żuraw (ptak),jeřáb  (pták),žeriav (vták),žerjav,"ždral (ptica), žerav (konj)",ждрал,жерав,жерав,!,!Kran,kraanvogel,gruo,4039,!,
1272,14387,žiťje,žiťje,,n.,1,life,v z,,жизнь,жыццё,життя,"życie, żywot","žití, život","žitie, život",življenje,život,живот,живот,живот,!,Leben,leven,vivo,8225,!,
1274,1996,život,život,,m.,2,life,z sh bm,,жизнь,жыццё,життя,"żywot, życie",život,život,življenje,život,живот,живот,живот,!,Leben,leven,vivo,8811,!,
1276,97,advokat,advokat,,m.anim.,2,"lawyer, advocate, attorney, solicitor",v z j,I,адвокат,адвакат,адвокат,adwokat,"advokát, právník","advokát, právnik","odvetnik, advokat","odvjetnik, advokat, pravnik",адвокат,адвокат,адвокат,!,"Rechtsanwalt, Anwalt",advocaat,advokato,6898,!,
1279,24202,akumulator,akumulator,,m.,1,accumulator,,I,аккумулятор,акумулятар,акумулятор,akumulator,akumulátor,akumulátor,akumulator,akumulator,"акумулатор, батерија","акумулаторот, батерија",акумулатор,!,Akkumulator,accu,"akumulilo, akumulatoro, akumulejo (informadiko)",5255,!,
1286,4668,bank,bank,,m.,1,bank (fin.),v pl,I,банк,банк,банк,bank,banka,banka,banka,banka,банка,банка,банка,!,Bank (Kreditinstitut),bank (fin.),!banko (naĝilo.),8065,!,
1287,24506,banka,banka,,f.,2,bank (fin.),cs j,,банк,банк,банк,bank,banka,banka,banka,banka,банка,банка,банка,!,Bank (Kreditinstitut),bank (fin.),!banko (naĝilo.),8065,!,
1292,23409,benzin,benzin,,m.,1,gasoline,v z j,I,бензин,бензін,бензин,benzyna,benzín,benzín,bencin,benzin,бензин,бензин,бензин,!,Benzin,benzine,benzino,6219,!,
1294,35227,binoklj,binoklj,,m.,2,binoculars,v cz bg,F,бинокль,бінокль,бінокль,lorneta,"dalekohled, binokl",ďalekohľad,daljnogled,dalekozor,двоглед,двоглед,бинокъл,!,Fernglas,verrekijker,binoklo,3610,!,
1295,5066,blěskavica,blěskavica,,f.,1,"lightning, thunderbolt",,,молния,"маланка, бліскавіца, бліскаўка",блискавка,błyskawica,blesk,blesk,strela,munja,муња,"молскавица, светкавица","мълния, светкавица",!,Blitz,bliksemflits,"!fulmo, tondro",5496,!,
1302,421,cělj,cělj,,m.,1,"purpose, goal, target, aim, destination",v z j,,цель,"мэта, цэль (мішэнь)","мета, ціль",cel,"cíl, účel","cieľ, účel",cilj,"cilj, svrha","циљ, сврха, мета",цел,цел,!,"Zweck, Ziel","doel, doelwit, doelstelling, doeleinde","!celo, celo, celo, celo, destino",7561,!,
1303,1263,centr,centr,,m.,2,"centre, center",,I,центр,"цэнтр, асяродак","центр, середина","środek, ośrodek, centrum",centrum,centrum,"središče, center",centar,"средиште, центар","центар, средиште",център,!,Zentrum,centrum,"!centro, centro",7589,!,
1304,1543,cibulja,cibulja,,f.,2,onion,z,,лук,цыбуля,цибуля,cebula,cibule,cibuľa,čebula,luk,лук,кромид,"лук, кромид",!,Zwiebel,ui,cepo,5981,!,
1307,17191,časopis,časopis,,m.,1,"magazine, periodical",,,журнал,часопіс,"часопис, журнал, періодичне видання","czasopismo, magazyn (gazeta)",časopis,časopis,časopis,časopis,часопис,"часопис, списание","вестник, периодично издание",!,Zeitschrift,tijdschrift,"!revuo, periodaĵo",6511,!,
1310,36098,čuma,čuma,,f.,1,"pest (disease), pestilence, Black Death",v pl bm,,чума,чума,чума,dżuma,mor,mor,kuga,"kuga, morija",куга,чума,"чума, мор",!,"!Schädling (Krankheit), Pest, Black Death","pest, zwarte dood","!plagoj (malsano), pesto, Nigra Morto",5659,!,
1311,35228,dalekogled,dalekoględ,,m.,2,binoculars,cs yu,S,бинокль,бінокль,бінокль,lorneta,"dalekohled, binokl","ďalekohľad, binokulár",daljnogled,"dalekozor, dvogled, dogled","двоглед, доглед, дурбин, далекозор",двоглед,бинокъл,!,Fernglas,verrekijker,binoklo,3104,!,
1314,37091,Don,Don,,m.sg.,1,Don,v z j,,Дон,Дон,Дон,Don ,Don ,Don ,Don ,Don ,Дон,Дон,Дон,!,Don ,Don ,!surmeti,7805,,
1315,7198,dopis,dopis,,m.,3,letter (mail),,,письмо,"ліст, пісьмо",лист,list,dopis,"list, dopis",pismo,"dopis, izvješće, pismo","допис, писмо","допис, писмо",писмо,!,Brief,brief,!letero (poŝto),6567,!,
1316,2039,doska,dȯska,,f.,1,"plank, board",,,доска,дошка,дошка,"deska, plansza, tablica","deska, prkno","doska, latka","!les, plošče",daska,"даска, табла","даска, табла","летва, дъска",!,"!Planke, Brett","plank, plaat, bord","!tabulon, tabulo",4805,!,
1317,5231,držak,dŕžak,,m.,2,handle,v,,ручка,"дзяржанне, тронак, ручка","ручка, рукоятка","uchwyt, rączka (element)","držák, páka, klika, držadlo","držiak, páka, kľučka, držadlo","!ročaj, ročaj"," držak, drška, držalo, držaljka, ručka, ručica ","дршка, држак","дршка, рачка",дръжка,!,!Griff,hendel,!tenilo,4049,!,
1318,7343,držka,dŕžka,,f.,1,handle,,,ручка,"дзяржанне, дзяржальна, ручка, тронак","поручень, ручка, бильце","uchwyt, rączka (element)","rukojeť, páka, klika","rukoväť, páka, kľučka","ročaj, držalo","drška, držak, ručka","дршка, држак, држаље, држаља","дршка, држалка",дръжка,держалѧ,!Griff,hendel,!tenilo,4010,!,
1322,6269,farsa,farsa,,f.,1,farce,,F,фарс,фарс,фарс,farsa,fraška,fraška,!farsa,farsa,фарса,фарса,фарс,!,!Farce,farce,!farso,5732,!,
1323,1673,figura,figura,,f.,1,"figure, shape",,I,фигура,фігура,фігура,"figura, kształt, sylwetka","figura, tvar","figúra, tvar","!slika, oblika,","figura, oblik","фигура, облик",фигура,фигура,!,!Figur Form,figuur,"!figuro, formo",6019,!,
1324,7482,filial,filial,,m.,1,"subsidiary, branch (of a company)",,I,филиал,філіял,філія,filia (przedsiębiorstwa),"filiálka, pobočka","filiálka, pobočka","!hčerinska družba, podružnica, oddelek, oddelek","filjala, podružnica, ogranak, ispostava","филијала, огранак, одељење, одсек","филијала, подружница","филиал, клон",!,!Tochtergesellschaft,filiaal,"!filio, branĉo (de entrepreno)",4326,!,
1327,5181,formula,formula,,f.,1,formula,,I,формула,формула,формула,formuła,"vzorec, formule","vzorec, formula",!Formula,formula,формула,формула,формула,!,Formel,formule,!formulo,7211,!,
1329,4064,gazeta,gazeta,,f.,1,newspaper,,I,газета,газета,"газета, часопис",gazeta,noviny,noviny,!časopis,novine,новине,весник,вестник,!,Zeitung,krant,!gazeto,8101,!,
1330,34722,gel,gel,,m.,1,gel,,I,гель,гель,гель,żel,gel,gél,"!gela, želeja, želatina",gel,"гел, желе, желатин",гел,гел,!,!Gel,gel,!ĝelo,5290,!,
1334,36281,granata,granata,,f.,1,grenade,v z j,I,граната,граната,граната,granat (pocisk),granát,granát,!lupina,granata,граната,граната,граната,!,!Granate,granaat,!grenado,6291,!,
1336,492,grlo,grlo,,n.,1,throat,,,горло,горла,горло,gardło,"hrdlo, krk","hrdlo, krk",grlo,grlo,грло,грло,гърло,!,Kehle,keel,!gorĝo,6954,!,
1337,2567,groše,#groše,,m.pl.,,money,,D,деньги,грошы,гроші,pieniądze,peníze,peniaze,!denar,"novac, lova, pare, kinta, ",новац,"пари, грошеви",пари,!,!Geld,geld,!mono,7690,!,
1338,2570,gruša,gruša,,f.,1,pear,,I,груша,"груша, ігруша, грушына, ігрушына",груша,"grusza, gruszka",hruška,hruška,!hruška,kruška,крушка,куша,круша,!,!Birne,peer,!piro,4106,!,
1339,17446,gubka,gųbka,,f.,1,sponge,v z sl bg,,губка,губка,губка,gąbka,houba (předm.),špongia (predmet.),goba,spužva,"сунђер, спужва",сунѓер,"гъба, сюнгер",гѫба,!Schwamm,spons,!spongon,4309,!,
1341,3185,heroj,heroj,,m.anim.,1,hero,,I,герой,герой,герой,bohater,"hrdina, heroj, rek, junák, bohatýr, héros","hrdina, heroj, junák, rek, bohatier, héros","junak, heroj",junak,"херој, јунак","херој, јунак","юнак, герой",!,!Held,held,!heroo,6576,!,
1342,2496,historija,historija,,f.,1,history,v z sh bm,I,история,гісторыя,історія,"historia, dzieje",historie,história,zgodovina,povijest,историја,историја,история,!,Geschichte,"geschiedenis, historie",!historio,8369,!,
1343,3845,hoďba,hoďba,,f.,1,walking,,,ходьба,"хадзьба, хадня, хаджэнне",ходіння,chodzenie,chůze,chôdza,"!Hoja, hoja","hodanje, šetanje, šetnja","ходање, шетање, пешачење",одење,ходене,!,!Gehen,loop,!marŝi,5136,!,
1347,16340,ime,imę,,n.,1,appellation,,,название,назва,назва,nazwa,"název, označení, jméno","názov, označenie, meno",!ime,"naziv, termin, ime",назив,"име, назив, ознака",название,!,!Bezeichnung,benaming,!nomado,7685,!,
1348,35390,izslědovańje,izslědovańje,,n.sg.,1,exploration,,,исследование,даследаванне,дослідження,eksploracja,průzkum,prieskum,"!raziskave, testiranje, isleđenje (arch.), isljeđenje (arch.)",istraživanje,"истраживање, испитивање, ислеђење (арх.), исљеђење (арх.)",истражување,"изследване, проучване",!,!Erkundung,"verkenning, onderzoek, opsporing, navorsing, ontdekkingsreis",!esplorado,5938,!,
1349,22280,izvod,izvod,,m.,2,outlet,z,,выход,"выйсце, выхад","вихід, вихідний отвір","ujście, wylot (np. tunelu)","vývod, ústí, odtok, východisko","vývod, ústie, odtok, východisko",!izhod,izlaz,излаз,излез,изход,!,!Auslauf,uitlaat,!ellasejo,6354,!,
1351,1478,jajce,jajce,,n.,1,egg,,,яйцо,"яйка, яйцо",яйце,"jajo, jajko","vejce, vajíčko","vajce, vajíčko",jajce,jaje,јаје,јајце,яйце,ꙗице,Ei,ei,ovo,6391,!,
1353,541,jezyk,język,,m.,1,language,,,язык,мова,мова,język (mowa),"jazyk, řeč, mluva","jazyk, reč, mluva",jezik,jezik,језик,јазик,език,!,Sprache,taal,!lingvo,7824,!,
1355,2556,kampanija,kampanija,,f.,1,campaign,,I,кампания,кампанія,кампанія,kampania,kampaň,kampaň,!kampanja,kampanja,кампања,кампања,кампания,!,!Kampagne,campagne,!kampanjo,7129,!,
1358,21314,kariera,kariera,,f.,1,career,,I,карьера,кар'ера,кар'єра,kariera,kariéra,kariéra,!kariera,karijera,каријера,кариера,кариера,!,!Werdegang,carrière,!kariero,6938,!,
1359,22803,karton,karton,,m.,1,"cardboard, carton",,I,картон,кардон,картон,karton,karton,kartón,"!lepenka, karton",karton,картон,картон,картон,!,"!Pappe, Karton",karton,"!kartono, Carton",5385,!,
1360,36538,karuselj,karuselj,,f.,1,"carousel, merry-go-round",v pl cz,F,карусель,карусель,карусель,karuzela,"kolotoč, karusel","kolotoč, karusel","!vrtiljak, vrtiljak","vrtuljak, ringišpil, karusel","вртешка, рингишпил","рингишпил, вртелешка",въртележка,!,"!Karussell, Karussell",draaimolen,"!karuselo, gaja-iri-ronda",4181,!,
1379,815,komnata,komnata,,f.,1,room,,,комната,пакой,кімната,pokój (pomieszczenie),"pokoj, komnata","izba, komnata",!soba,soba,"соба, просторија, одаја",соба,стая,!,!Zimmer,kamer,!ĉambro,6799,!,
